t_product,,,,t_category,,Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,title,title,link,cn_name,en_name,first category,subcategory,NECKLINE,COLLAR,SLEEVE LENGTH,SLEEVE SHAPE,SHOULDER,WAIST,LENGTH,SILHOUETTE,RISE,FIT,Cut,Design,COLOR,LINE,MATERIAL,PATTERN,TRENDS,PROCESS,OCCASION,Type,STYLE(SHOES),FASTENER,COVER,NECK,SOLE,TOE BOX,Heel
1711654485849325569,adjeans,Clove,https://www.agjeans.com//products/clove-relaxed-vintage-straight-hrd1c77mofros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654487417995266,adjeans,Becke Short,https://www.agjeans.com//products/becke-short-relaxed-slim-short-hrd1915apmoglys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654489032802305,adjeans,Clove Rework,https://www.agjeans.com//products/clove-rework-vintage-high-rise-straight-lgn1d12vnblid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654490513391618,adjeans,Kerah Short,https://www.agjeans.com//products/kerah-short-a-line-short-nbd1b52rhmoidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654491960426498,adjeans,Clove,https://www.agjeans.com//products/clove-relaxed-vintage-straight-red1d05nmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654493491347457,adjeans,Hailey Cut-Off Short,https://www.agjeans.com//products/hailey-cut-off-short-ex-boyfriend-short-red1714vnnmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654494992908289,adjeans,Clove Fatigue,https://www.agjeans.com//products/clove-fatigue-relaxed-vintage-straight-rht1b65vycsag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654617651134466,adjeans,Clove,https://www.agjeans.com//products/clove-ag-ed-relaxed-vintage-straight-leg-denim-sgd1c1419yrud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654620188688386,adjeans,Clove,https://www.agjeans.com//products/clove-relaxed-vintage-straight-sgd1c79rtre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654621426008066,adjeans,Clove Short,https://www.agjeans.com//products/clove-short-ag-ed-high-rise-baggy-fit-denim-sgd1d28wz21yrtp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654622751408129,adjeans,Phoebe Extended Selvage,https://www.agjeans.com//products/phoebe-extended-selvage-ag-ed-vintage-straght-leg-denim-sst195802ykyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654623992922113,adjeans,Deven,https://www.agjeans.com//products/deven-high-rise-ultra-wide-leg-sump1c62rmsmmomt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654625205075969,adjeans,Ex-Boyfriend Slim 360°,https://www.agjeans.com//products/ex-boyfriend-slim-360-slouchy-slim-fit-360-stretch-denim-vbs1575chet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654627365142530,adjeans,Esi,https://www.agjeans.com//products/esi-slim-ribbed-tank-dress-hrb6270tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654628447272962,adjeans,Nova Vee,https://www.agjeans.com//products/nova-vee-relaxed-vee-neck-sweatshirt-sfh71141htg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654629416157185,adjeans,Audree Dress,https://www.agjeans.com//products/audree-linen-dress-relaxed-maxi-dress-bblp6272ukbemt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654630426984450,adjeans,Dakotah Shirt,https://www.agjeans.com//products/dakotah-shirt-western-shirt-bigb71216luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654770592235521,adjeans,Kendrix Jacket,https://www.agjeans.com//products/kendrix-jacket-oversized-trucker-bks4540lifee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654771854721026,adjeans,North Sweatpant,https://www.agjeans.com//products/north-sweatpant-relaxed-wide-leg-sweatpant-cpy1b56tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654772861353986,adjeans,Sonia Coat,https://www.agjeans.com//products/sonia-coat-made-in-italy-cwo4337cnb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654773851209729,adjeans,Mirah Jacket,https://www.agjeans.com//products/mirah-jacket-cropped-trucker-dsdn4614pwialbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654774862036994,adjeans,Jagger Muscle Tank,https://www.agjeans.com//products/jagger-muscle-tank-classic-muscle-tank-elj71145tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654776309071873,adjeans,Jacquelyn Cardigan,https://www.agjeans.com//products/jacquelyn-cardigan-relaxed-cardigan-eltp71304kbblmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654777303121922,adjeans,Miranda,https://www.agjeans.com//products/miranda-emrata-x-ag-hrb71305tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654778385252354,adjeans,Olive Tank,https://www.agjeans.com//products/olive-tank-90s-vintage-crop-tank-lbb71206xwht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654779815510018,adjeans,Shiela Utility,https://www.agjeans.com//products/shiela-utility-relaxed-button-up-ltn71306dpny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654780968943618,adjeans,Jagger Crew,https://www.agjeans.com//products/jagger-crew-ag-ed-classic-crew-neck-lxb7109505ytwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654924271534082,adjeans,Jones Reversible Bomber,https://www.agjeans.com//products/jones-reversible-bomber-made-in-italy-mrs4457dbyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654925416579073,adjeans,Parrie Blazer,https://www.agjeans.com//products/parrie-blazer-classic-blazer-mwo4654cclb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654926494515201,adjeans,Strabler Jacket,https://www.agjeans.com//products/strabler-jacket-made-in-italy-npa4003tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654927559868418,adjeans,Ryleigh Jumpsuit,https://www.agjeans.com//products/ryleigh-jumpsuit-belted-jumpsuit-rht6233slcsag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654929183064065,adjeans,Arllow Jacket,https://www.agjeans.com//products/arllow-jacket-essential-trucker-red4616lock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654930621710337,adjeans,Robyn Jacket,https://www.agjeans.com//products/robyn-jacket-slim-jacket-rls4087clne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654931976470529,adjeans,Nova Crew,https://www.agjeans.com//products/nova-crew-relaxed-crew-neck-sweatshirt-sfh71075htg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654933213790210,adjeans,Reese Moto Jacket,https://www.agjeans.com//products/reese-moto-jacket-made-in-italy-vns4215tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654934534995970,adjeans,Rory Jacket,https://www.agjeans.com//products/rory-jacket-classic-motto-jacket-xsu4478pord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711654935927504898,adjeans,Sable Shirt,https://www.agjeans.com//products/sable-shirt-classic-military-dress-ltn71244dydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655081981558785,adjeans,Rian,https://www.agjeans.com//products/rian-ag-ed-high-rise-straight-leg-denim-lgn1e3718ycee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655083269210113,adjeans,Colombo Skirt,https://www.agjeans.com//products/colombo-skirt-emrata-x-ag-mwo5586umbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655084628164610,adjeans,Farrah Boot Crop,https://www.agjeans.com//products/farrah-boot-crop-coated-high-rise-boot-dsd1d55lthipi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655085831929857,adjeans,Farrah Boot Crop,https://www.agjeans.com//products/farrah-boot-crop-high-rise-boot-psi1d55vnemre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655087157329921,adjeans,Mari Extended,https://www.agjeans.com//products/mari-extended-high-rise-slim-straight-psi1d797semre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655088520478721,adjeans,Zetta,https://www.agjeans.com//products/zetta-dress-chambray-maxi-dress-big6279utwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655089539694594,adjeans,Helen,https://www.agjeans.com//products/helen-chambray-half-placket-shirt-big71366mtak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655090760237057,adjeans,Mae Safari Jacket,https://www.agjeans.com//products/mae-safari-jacket-safari-jacket-ccc4656bort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655235425976321,adjeans,Cooper,https://www.agjeans.com//products/cooper-slim-ribbed-tank-hrb71344bcho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655236688461826,adjeans,Berlin Blazer,https://www.agjeans.com//products/berlin-blazer-emrata-x-ag-mwo4663umbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655238416515073,adjeans,Deven,https://www.agjeans.com//products/deven-high-rise-ultra-wide-leg-bks1b64rmmomape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655239679000577,adjeans,Ezzra,https://www.agjeans.com//products/ezzra-true-boyfriend-bks1c50lifee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655240924708865,adjeans,Saige Wide Leg Crop Vapor Wash,https://www.agjeans.com//products/saige-wide-leg-crop-vapor-wash-high-rise-wide-leg-denim-ccs1d49vnlapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655242925391874,adjeans,Clove,https://www.agjeans.com//products/clove-relaxed-vintage-straight-chu1c14sest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655244204654593,adjeans,Nikki Short,https://www.agjeans.com//products/nikki-short-ag-ed-relaxed-skinny-denim-short-ccs1604cz19yagl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655245504888833,adjeans,Hailey Cut-Off Short,https://www.agjeans.com//products/hailey-cut-off-short-ag-ed-ex-boyfriend-denim-short-ccs1714vnmo19yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655246721236993,adjeans,Becke Short,https://www.agjeans.com//products/becke-short-ag-ed-relaxed-slim-denim-short-das1915vn23yblo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655380091715585,adjeans,Mari Crop Vapor Wash,https://www.agjeans.com//products/mari-crop-vapor-wash-high-rise-slim-straight-crop-denim-cws1a48anch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655382243393537,adjeans,Mari,https://www.agjeans.com//products/mari-ag-ed-high-rise-slim-straight-fit-denim-cws1875at12ymag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655383744954370,adjeans,Ex-Boyfriend Slim,https://www.agjeans.com//products/ex-boyfriend-slim-ag-ed-slouchy-boyfriend-fit-denim-das1575wv23yblo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655385363955714,adjeans,Ex-Boyfriend Slim,https://www.agjeans.com//products/ex-boyfriend-slim-ag-ed-slouchy-boyfriend-fit-denim-das1575bt20yfos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655387041677314,adjeans,Nikki Short,https://www.agjeans.com//products/nikki-short-ag-ed-relaxed-skinny-denim-short-dsd1604vn01yciw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655388543238145,adjeans,Alexxis Crop,https://www.agjeans.com//products/alexxis-crop-vintage-straight-dsd1986pfebkmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655390111907842,adjeans,Kora,https://www.agjeans.com//products/kora-high-rise-wide-leg-dsd1d80awht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655391605080066,adjeans,Anisten,https://www.agjeans.com//products/anisten-high-rise-boot-dsdb1d59muru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655393052114946,adjeans,Farrah Boot Crop,https://www.agjeans.com//products/farrah-boot-crop-ag-ed-high-rise-bootcut-denim-eml1d55vn21ydli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655394654339073,adjeans,Mari,https://www.agjeans.com//products/mari-high-rise-slim-straight-eml1875ewsuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655542927179778,adjeans,Farrah Skinny Ankle,https://www.agjeans.com//products/farrah-skinny-ankle-high-rise-skinny-ankle-emp1777atrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655544596512770,adjeans,Mari,https://www.agjeans.com//products/mari-high-rise-slim-straight-emp1875atrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655546731413506,adjeans,Hailey Cut-Off Short,https://www.agjeans.com//products/hailey-cut-off-short-ex-boyfriend-short-hrd1714wzpide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655549122166785,adjeans,Mari,https://www.agjeans.com//products/mari-high-rise-slim-straight-leg-cloud-soft-denim-hyd1875drig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655550485315586,adjeans,Knoxx Cargo,https://www.agjeans.com//products/knoxx-cargo-ultra-high-rise-baggy-cargo-lcl1c60slfreu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655551756189698,adjeans,Nikki Short,https://www.agjeans.com//products/nikki-short-ag-ed-relaxed-skinny-denim-short-led1604rh16yidd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655553144504321,adjeans,Farrah Skinny,https://www.agjeans.com//products/farrah-skinny-made-in-italy-lev1379dpth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655555392651266,adjeans,Natalie Trouser,https://www.agjeans.com//products/natalie-trouser-double-pleats-wide-leg-trouser-ltn1c87tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655556571250689,adjeans,Kerra,https://www.agjeans.com//products/kerra-classic-fit-straight-trouser-mwo1d74cclb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655557930205185,adjeans,Clove Short,https://www.agjeans.com//products/clove-short-ag-ed-high-rise-baggy-fit-denim-nbd1d28vn07yvox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655691585896450,adjeans,Caden Linen Wide Leg,https://www.agjeans.com//products/caden-linen-wide-leg-tailored-trouser-nlt1a44wtcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655694056341506,adjeans,Alexxis Slim Selvage,https://www.agjeans.com//products/alexxis-slim-selvage-ag-ed-vintage-slim-fit-denim-okv1b7607yyok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655695704702978,adjeans,Alexxis,https://www.agjeans.com//products/alexxis-the-jean-of-tomorrow-ret1979jtrcindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655697537613825,adjeans,Clove,https://www.agjeans.com//products/clove-relaxed-vintage-straight-red1c77mage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711655699135643649,adjeans,Caden,https://www.agjeans.com//products/caden-tailored-trouser-rht1613sulblk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
