id,title_x,link,id_y,title_y,imgs,desc,tags,features,fit,materials,,,,,,,,,
1711654627365142530,Esi,https://www.agjeans.com//products/esi-slim-ribbed-tank-dress-hrb6270tbc,1.71E+18,Esi,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/products/HRB6270TBC_1.jpg?v=1694104553""]","<p>Esi is the perfect little black dress in a heavy stretch-blend rib knit. Cut from a figure-tracing slim fit, this tank style is easy to dress up or wear casual.</p><p> SKU#: HRB6270TBC   </p> <p>Heavy Rib, 97% Cotton, 3% Spandex/Elastane</p>",,"{""materials"": [""Rib""]}",,"""Rib""",,,,,,,,,
1711654628447272962,Nova Vee,https://www.agjeans.com//products/nova-vee-relaxed-vee-neck-sweatshirt-sfh71141htg,1.71E+18,Nova Vee,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/SFH71141HTG_1.jpg?v=1694477346""]","<p>The Nova Vee is a relaxed, slightly boxy sweatshirt defined by an overlapped V-neckline and wide rib trim. This women's long-sleeve sweatshirt comes in heather grey  and features AG's exclusive Cotton Slub Loopback Terry, a lightweight slub fabric with an ultra-soft feel. It's knitted with our special S &amp; Z twist technique that prevents torquing and keeps the shape on point.</p><p> SKU#: SFH71141HTG   </p> <p>Soft Heather Terry, 9 Oz. 100% Cotton</p>",,"{""materials"": [""Terry""]}",,"""Terry""",,,,,,,,,
1711654629416157185,Audree Dress,https://www.agjeans.com//products/audree-linen-dress-relaxed-maxi-dress-bblp6272ukbemt,1.71E+18,Audree Dress,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/BBLP6272UKBEMT_4.jpg?v=1695521835""]","<p>Done in a breezy blend of linen and cotton patterned with tonal brush stripes, our Audree dress is perfect for summer days. It's relaxed and easy to wear, designed in a tiered silhouette that features wide straps, hidden hip pockets, and a bit of smocking at the back. Hidden side zip.</p><p> SKU#: BBLP6272UKBEMT</p> <p>Breezy Blended Linen, 5.1 Oz. 58% Linen (Flax), 42% Cotton</p>",,"{""materials"": [""Linen""]}",,"""Linen""",,,,,,,,,
1711654770592235521,Kendrix Jacket,https://www.agjeans.com//products/kendrix-jacket-oversized-trucker-bks4540lifee,1.71E+18,Kendrix Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/BKS4540LIFEE_1.jpg?v=1694037485""]","<p>The Kendrix Jacket is an oversized trucker jacket for women, offered light grey that's laser-etched with a subtle ikat pattern for depth and texture. It's got a relaxed, slouchy fit with dropped shoulders, flap pockets, and an extended length. This denim jacket is made from non-stretch 12.75 oz. Black Stone Denim and detailed with shank buttons throughout.</p><p> SKU#: BKS4540LIFEE  </p> <p>Black Stone Denim, 12.75 Oz. 82% Cotton, 18% Lyocell</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711654773851209729,Mirah Jacket,https://www.agjeans.com//products/mirah-jacket-cropped-trucker-dsdn4614pwialbi,1.71E+18,Mirah Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/DSDN4614PWIALBI_1.jpg?v=1694037664""]","<p>The Mirah Jacket for women is a cropped trucker style with a semi-tonal floral print on 10 oz. Dover Stretch Denim. Mirah is a modern take on the shrunken vintage jacket featuring dropped shoulders, flap pockets, and soft-touch hardware.</p><p> SKU#: DSDN4614PWIALBI</p> <p>Dover Stretch Denim, 10 Oz. 98% Cotton, 2% Polyurethane</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711654776309071873,Jacquelyn Cardigan,https://www.agjeans.com//products/jacquelyn-cardigan-relaxed-cardigan-eltp71304kbblmt,1.71E+18,Jacquelyn Cardigan,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/ELTP71304KBBLMT_1.jpg?v=1694037748""]","<p>The Jacquelyn Cardigan has a relaxed, slightly boxy fit that's easy to slip on over your favorite tees and tanks. It's soft and cozy in 100% cotton Essential Luxe Terry with a striking watercolor ikat print. Patch pockets and buttons complete the look.</p><p> SKU#: ELTP71304KBBLMT</p> <p>Essential Luxe Terry 100% Cotton</p>",,"{""materials"": [""Terry""]}",,"""Terry""",,,,,,,,,
1711654925416579073,Parrie Blazer,https://www.agjeans.com//products/parrie-blazer-classic-blazer-mwo4654cclb,1.71E+18,Parrie Blazer,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/MWO4654CCLB_1.jpg?v=1694477346""]","<p> With the perfect structure and drape, the Parrie Blazer has a classic fit that hangs off the shoulders ever so slightly. The tailored style is crafted from MÃ©lange Wool Twill from Italyâthe fabric has a look that's timeless and traditional, with the added benefit of being easy-care. Done in charcoal grey, this double-button women's blazer has mix-and-match appeal. Wear it with our coordinating trousers to create a suit set, or dress it down with jeans and a tee. Fully lined.</p><p> SKU#: MWO4654CCLB   </p> <p>Melange Wool Twill, 100% Wool, (Lining) 100% Polyester</p>",,"{""materials"": [""Wool""]}",,"""Wool""",,,,,,,,,
1711654926494515201,Strabler Jacket,https://www.agjeans.com//products/strabler-jacket-made-in-italy-npa4003tbc,1.71E+18,Strabler Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/NPA4003TBC_1.jpg?v=1694038161""]","<p>The Strabler Jacket offers an updated take on classic moto styling, designed in supple black leather with a wide rib-knit lining that creates a subtle stripe texture at the exterior. Made in Italy, the style has a slightly oversized fit and vintage-inspired details, including notched lapels, an asymmetrical zip front, metal snaps, and adjustable zippers throughout. A wide tunnel belt defines the waist and snaps into place.</p><p> SKU#: NPA4003TBC   </p> <p>100% Lamb Leather</p>",,"{""materials"": [""Leather""]}",,"""Leather""",,,,,,,,,
1711654927559868418,Ryleigh Jumpsuit,https://www.agjeans.com//products/ryleigh-jumpsuit-belted-jumpsuit-rht6233slcsag,1.71E+18,Ryleigh Jumpsuit,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/RHT6233SLCSAG_1.jpg?v=1694477390""]","<p>Ryleigh is a utility-inspired women's jumpsuit made from Reserve Herringbone Twill in sulfur-dyed sage green. This all-in-one style has long sleeves, a notched collar, workwear-esque patch pockets, and a concealed button placket at the front. The fit is relaxed, and the adjustable D-ring belt lets you cinch the waist for a defined silhouette. A hint of stretch ensures that it's extra comfortable.</p><p> SKU#: RHT6233SLCSAG</p> <p>Reserve Herringbone Twill, 98% Cotton, 2% Elastane</p>",,"{""materials"": [""Twill""]}",,"""Twill""",,,,,,,,,
1711654929183064065,Arllow Jacket,https://www.agjeans.com//products/arllow-jacket-essential-trucker-red4616lock,1.71E+18,Arllow Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/RED4616LOCK_4.jpg?v=1695521751""]","<p>The Arllow Jacket is your essential trucker in a relaxed, boxy fit with a light wash and double-needle seam detailing down the sleeves. It's designed in 12 oz. 3/1 Recycled Denim, our 3x1 right-hand twill that's made from 100% cotton and blended with 60% recycled cotton fibers.</p><p> SKU#: RED4616LOCK  </p> <p>3/1 Recycled Denim, 12 Oz. 100% Cotton (60% recycled cotton, 40% new cotton)</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711654931976470529,Nova Crew,https://www.agjeans.com//products/nova-crew-relaxed-crew-neck-sweatshirt-sfh71075htg,1.71E+18,Nova Crew,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/SFH71075HTG_1.jpg?v=1694477346""]","<p>Our Nova Sweatshirt is both elevated and comfortable, employing a slouchy silhouette that can be worn relaxed or ready for a night with the girls. This women's sweatshirt offers a classic crewneck and a heather grey hue. Designed in our Cotton Slub Loopback Terry.</p><p> SKU#: SFH71075HTG   </p> <p>Soft Heather Terry, 9 Oz. 100% Cotton</p>",,"{""materials"": [""Terry""]}",,"""Terry""",,,,,,,,,
1711654933213790210,Reese Moto Jacket,https://www.agjeans.com//products/reese-moto-jacket-made-in-italy-vns4215tbc,1.71E+18,Reese Moto Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/VNS4215TBC_1.jpg?v=1694038638""]","<p>The Reese Moto Jacket is made from soft suede in a rich, dark maroon color. Crafted in Italy, it's designed with a classic biker silhouette featuring notched lapels, zipper hardware, and an integrated buckle belt at the waist.</p><p> SKU#: VNS4215RHB   </p> <p>Calf Leather, 100% Leather</p>",,"{""materials"": [""Leather""]}",,"""Leather""",,,,,,,,,
1711654934534995970,Rory Jacket,https://www.agjeans.com//products/rory-jacket-classic-motto-jacket-xsu4478pord,1.71E+18,Rory Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/XSU4478PORD_5.jpg?v=1696665853""]","<p>The Rory Jacket for women features traditional moto styling in soft beige suede. It's got all the biker jacket detailsânotched lapels, zip closures, and an integrated buckle belt at the waist. Featuring a signature boxy fit and a fully lined interior, this is a layer to wear with everything.</p><p> SKU#: XSU4478PORD  </p> <p>Luxe Suede, 100% Goat Suede Leather</p>",,"{""materials"": [""Leather""]}",,"""Leather""",,,,,,,,,
1711654935927504898,Sable Shirt,https://www.agjeans.com//products/sable-shirt-classic-military-dress-ltn71244dydt,1.71E+18,Sable Shirt,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/LTN71244DYDT_1.jpg?v=1694038026""]","<p>A feminine take on classic military style, the Sable Shirt comes in Luxe Tencel fabric that's soft and lightweight with an easy drape. Done in subtly faded beige, the style has gently puffed sleeves, flap pockets, and white buttons down the front.</p><p> SKU#: LTN71244DYDT  </p> <p>Luxe Tencel, 100% Tencelâ¢ Lyocell</p>",,"{""materials"": [""Tencel""]}",,"""Tencel""",,,,,,,,,
1711655088520478721,Zetta,https://www.agjeans.com//products/zetta-dress-chambray-maxi-dress-big6279utwn,1.71E+18,Zetta,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/BIG6279UTWN_1.jpg?v=1694477625""]","<p> Zetta is a shin-skimming chambray dress with a pointed collar, long sleeves, and deep slits at the sides. Made from 100% cotton in a dark blue wash, it's finished with an optional self-tie belt to define the waist.</p><p> SKU#: BIG6279UTWN   </p> <p>Boundless Lightweight Indigo, 7.25 Oz. 100% Cotton</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711655090760237057,Mae Safari Jacket,https://www.agjeans.com//products/mae-safari-jacket-safari-jacket-ccc4656bort,1.71E+18,Mae Safari Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/CCC4656BORT_1.jpg?v=1694477286""]","<p>The Mae Safari Jacket takes influence from a vintage field jacket, designed with utility-inspired flap pockets at the front. Made from 11.2 oz. Caribbean Blue Comfort Stretch Denim, it's got a medium blue wash and a touch of fading.</p><p> SKU#: CCC4656BORT   </p> <p>Caribbean Blue Comfort Stretch, 11.2 Oz. 79% Cotton, 17% Lyocell, 4% Elastane</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711655245504888833,Hailey Cut-Off Short,https://www.agjeans.com//products/hailey-cut-off-short-ag-ed-ex-boyfriend-denim-short-ccs1714vnmo19yp,1.71E+18,Hailey Cut-Off Short,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/CCS1714VNMO19YP_1.jpg?v=1694037545""]","<p>The Hailey Cut-Off Short is a five-pocket boyfriend short in a light wash with hints of darker indigo left over here and there. Hailey offers a flattering high-rise waist and relaxed silhouette. This womenâs jean short is designed in 12 oz. Classic Comfort Stretch Denim. Worn pocket edges and raw hems complete the look.</p><p> SKU#: CCS1714VNMO19YP</p> <p>Classic Comfort Stretch Denim, 12 Oz. 98% Cotton, 2% Spandex/Elastane</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711656019374948354,Nova Vee,https://www.agjeans.com//products/nova-vee-relaxed-vee-neck-sweatshirt-cpy71141roud,1.71E+18,Nova Vee,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/CPY71141ROUD_1.jpg?v=1694477331""]","<p>The Nova Vee is a relaxed, slightly boxy sweatshirt defined by an overlapped V-neckline and wide rib trim. This women's long-sleeve sweatshirt comes in off-white and features AG's exclusive Cotton Slub Loopback Terry, a lightweight slub fabric with an ultra-soft feel. It's knitted with our special S&amp;Z twist technique that prevents torquing and keeps the shape on point.</p><p> SKU#: CPY71141IDU   </p> <p>Cotton Slub Loop Back Terry, 9.9 Oz. 100% Cotton</p>",,"{""materials"": [""Terry""]}",,"""Terry""",,,,,,,,,
1711656026375241729,Violet Coat,https://www.agjeans.com//products/violet-coat-made-in-italy-flw4492tbc,1.71E+18,Violet Coat,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/FLW4492TBC_1.jpg?v=1694037805""]","<p>The Violet Coat is pared back yet sophisticated, designed in a minimalist silhouette made from a luxurious cashmere-wool blend in black. Boasting impeccable Italian craftsmanship, it's got dropped shoulders, notched lapels, button closures, and discreet side pockets. A classic to pair with anything and everything for years to come.</p><p> SKU#: FLW4492TBC   </p> <p>Luxury Wool Blend, 98% Wool , 2% Cashmere</p>",,"{""materials"": [""Cashmere""]}",,"""Cashmere""",,,,,,,,,
1711656027469955073,Emily Crew,https://www.agjeans.com//products/emily-crew-emrata-x-ag-lbb71324xwht,1.71E+18,Emily Crew,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/LBB71324XWHT_1.jpg?v=1694021763""]","<p>The EmRata x AG Emily Crew is a classic baby tee with a stylized crop and shrunken fit that pairs easily to any look in your closet. Made from our super soft 1x1 baby rib in the bright signature EmRata Sunburst colorway for a definitive pop. From layering with blazers or pairing with high-waisted trousers, this cropped crew refines any look with a fashionable edge. Designed in partnership with Emily Ratajkowski, the EmRata x AG capsule reflects the model's personal style with a curated collection of versatile pieces able to pair effortlessly together for elevated style.</p><p> SKU#:LBB71324SUBU</p> <p>Luxe Baby Rib, 95.4% Cotton, 4.6% Spandex/Elastane</p>",,"{""materials"": [""Rib""]}",,"""Rib""",,,,,,,,,
1711660789573664769,Valentina Coat,https://www.agjeans.com//products/valentina-coat-emrata-x-ag-vegan-leather-rvl4647tbc,1.71E+18,Valentina Coat,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/RVL4647TBC_1.jpg?v=1694021764""]","<p>The EmRata x AG Valentina Coat is a statement piece that ties your look together with class and versatility. The trench is designed in a non-animal based vegan leather. This layered staple features notched lapels, a darted waist, and waist belt for added shape. Layer with our flare pant for a bit of drama or back to any classic denim for a city-sleek ensemble. Designed in collaboration with Emily Ratajkowski, the AG x EmRata capsule pays homage to the style icons personal style. The collection speaks to EmRataâs approach to fashion and offers pieces that are crafted for easy elevated wear with dynamic combinations.</p>
<p>SKU#:RVL4647TBC</p>
<p>Sustainable Vegan Leather, 100% Water Borne Polyurethane</p>",,"{""materials"": [""Vegan Leather""]}",,"""Vegan Leather""",,,,,,,,,
1711661080419287042,Jerrie Jacket,https://www.agjeans.com//products/jerrie-jacket-emrata-x-ag-ccs4661orst,1.71E+18,Jerrie Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/CCS4661ORST_1.jpg?v=1694021765""]","<p>The EmRata x AG Jerrie Jacket is a sleek shrunken denim jacket with an elevated modern allure. The 12 oz. Classic Comfort Stretch Denim ensures comfort and ease of movement. The shrunken fit, with its bracelet length sleeves, defies the typical trucker with its fitted chic silhouette that pairs back to dark washed denim for a polished look. Finished with complete contrast stitching and custom Italian EmRata emblazoned hardware. Designed in partnership with Emily Ratajkowski, the EmRata x AG capsule reflects the model's personal style with a curated collection of versatile pieces able to pair effortlessly together for everyday elevated style. </p><p> SKU#:CCS4661ORST</p> <p>Classic Comfort Stretch Denim, 12 Oz. 98% Cotton, 2% Spandex/Elastane</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711661084617785345,Novi Safari Trench Dress,https://www.agjeans.com//products/novi-safari-jacket-cloud-soft-safari-trench-dress-hyd6278smap,1.71E+18,Novi Safari Trench Dress,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/HYD6278SMAP_1.jpg?v=1694477346""]","<p>The Novi Safari Jacket is the perfect cross between a trench and a dress in 8.7 oz. Hyper Soft Bull Denim. It's got a knee-grazing A-line silhouette with long sleeves, utility pockets, and buttons at the front, plus an optional self-tie belt to cinch the waist. Our exclusive AG Cloud Soft Denimâ¢ fabric is a special left-hand twill that allows the yarns to gently relax and untwist for a supple, velvety-soft feel. It's designed to get even softer as you wear it. Superstretch construction offers added comfort and shape recovery.</p><p> SKU#: HYD6278SMAP   </p> <p>AG Cloud Soft Denimâ¢, Hyper Soft Bull Denim, 8.7 Oz. 93% Cotton, 6% Polyester, 1% Elastane</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711661088262635522,Glenn Dress,https://www.agjeans.com//products/glenn-dress-a-line-dress-vcd6280nita,1.71E+18,Glenn Dress,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/VCD6280NITA_1.jpg?v=1694476971""]","<p>The Glenn Dress is a retro-inspired A-line silhouette that buttons at the front, so you can wear it solo or layered year-round. The short-sleeve style comes in 11.75 oz. Vintage Crosshatch Denim with rigid non-stretch construction and a bright blue wash. Contrast stitching and subtle fading at the shoulders complete the look.</p><p> SKU#: VCD6280NITA   </p> <p>Vintage Crosshatch Denim, 11.75 Oz. 35% Cotton, 25% Polyester, 40% Other fibers</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711661555453575169,Karter Pullover,https://www.agjeans.com//products/karter-pullover-oversized-long-sleeve-pullover-elj71148dpny,1.71E+18,Karter Pullover,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/ELJ71148DPNY_1.jpg?v=1694477122""]","<p>The Karter Pullover in deep navy is a lightweight, boxy sweatshirt with ribbed binding at the collar, cuffs, and hem. It's made from our Essential Lightweight Jersey Knit, a 100% cotton fabric spun from S- &amp; Z-twist yarns for luxe comfort and durable construction that resists twisting and torquing. The result is a softer yet strong knit that keeps its shape.</p><p> SKU#: ELJ71148INKS  </p> <p>Essential Light Jersey, 4.5 Oz.  100% Cotton</p>",,"{""materials"": [""Jersey""]}",,"""Jersey""",,,,,,,,,
1711661557273903105,Nova Crew,https://www.agjeans.com//products/nova-crew-relaxed-crew-neck-sweatshirt-cpy71075subu,1.71E+18,Nova Crew,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/products/CPY71075SUBU_1.jpg?v=1694106208""]","<p>Our Nova Sweatshirt is a relaxed crewneck style for women, updated in an eye-catching red shade. This pullover style is elevated and comfortable in Cotton Slub Loopback Terry and finished with rib trim at the collar, cuffs, and hem.</p><p> SKU#: CPY71075SUBU   </p> <p>Cotton Slub Loop Back Terry, 9.9 Oz. 100% Cotton</p>",,"{""materials"": [""Terry""]}",,"""Terry""",,,,,,,,,
1711661560579014658,Sabi,https://www.agjeans.com//products/sabi-made-in-italy-lcb70724chg,1.71E+18,Sabi,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/LCB70724CHG_1.jpg?v=1694037904""]","<p>The Sabi crewneck sweater in charcoal grey is a luxurious wardrobe staple that can be worn in any season. Crafted in Italy, it's made from soft, lightweight cashmere in a slightly relaxed fit. An effortless way to elevate your casual wardrobe.</p><p> SKU#: LCB70724CHG   </p> <p>100% Cashmere</p>",,"{""materials"": [""Cashmere""]}",,"""Cashmere""",,,,,,,,,
1711661692477292545,Bellona,https://www.agjeans.com//products/bellona-relaxed-turtleneck-sweater-soo71354idutbc,1.71E+18,Bellona,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/SOO71354IDUTBC_1.jpg?v=1694476492""]","<p>The Bellona relaxed turtleneck sweater features a winter white shade with black stripes across the body and sleeves. Knitted in soft wool-blend yarns from Italy, it's cozy and gentle against the skin. Wear it with jeans or dressed up with a slinky skirt.</p><p> SKU#: SOO71354IDUTBC   </p> <p>Soft Blended Wool, 30% Baby Alpaka, 10% Merino Fine Wool, 32% Cotton, 26% Polyamide, 2% Elastane</p>",,"{""materials"": [""Wool""]}",,"""Wool""",,,,,,,,,
1711661695945981953,Robyn Jacket,https://www.agjeans.com//products/robyn-jacket-slim-jacket-tvn4087city,1.71E+18,Robyn Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/TVN4087CITY_1.jpg?v=1694038622""]","<p>The Robyn Jacket is a slim jean jacket featuring a faded black wash, a fitted silhouette, and flap pockets at the chest. This womenâs jacket is designed in comfortable 9 oz. True Vant Denim with power stretch.</p><p> SKU#: TVN4087CITY   </p> <p>True Vant Denim, 9 Oz. 87% Cotton,  10% Polyester , 3% Elastane</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
1711661697195884545,Chiro Safari Jacket,https://www.agjeans.com//products/chiro-safari-jacket-shirt-jacket-vcd4658nita,1.71E+18,Chiro Safari Jacket,"[""https://cdn.shopify.com/s/files/1/0664/9036/8232/files/VCD4658NITA_1.jpg?v=1694038632""]","<p>The Chiro Jacket takes inspiration from classic workwear style with its boxy fit and patch pockets. Cut from 11.75 oz. Vintage Crosshatch Denim, this layer-ready shirt jacket features rigid non-stretch construction. It's done in a bright blue wash accented by contrast stitching and subtle fading at the shoulders.</p><p> SKU#: VCD4658NITA   </p> <p>Vintage Crosshatch Denim, 11.75 Oz. 35% Cotton, 25% Polyester, 40% Other fibers</p>",,"{""materials"": [""Denim""]}",,"""Denim""",,,,,,,,,
